"Conjunto","Alfa","Acesso-Medio"
19,70,1.60857
19,72,1.64861
19,74,1.69865
19,76,1.78421
19,78,1.85385
19,80,1.925
19,82,1.98659
19,84,2.06071
19,86,2.13605
19,88,2.26591
19,90,2.43444
19,92,2.55652
19,94,2.94787
19,96,3.38021
19,98,4.40714
20,2,1
20,4,1.025
20,6,1.01667
20,8,1.0375
20,10,1.05
20,12,1.05833
20,14,1.07857
20,16,1.0875
20,18,1.1
20,20,1.11
20,22,1.12273
20,24,1.14167
20,26,1.16538
20,28,1.18214
20,30,1.18
20,32,1.19375
20,34,1.20882
20,36,1.21667
20,38,1.23421
20,40,1.2575
20,42,1.30714
20,44,1.34545
20,46,1.38043
20,48,1.41042
20,50,1.448
20,52,1.46346
20,54,1.46296
20,56,1.53929
20,58,1.55
20,60,1.575
20,62,1.58226
20,64,1.625
20,66,1.66818
20,68,1.675
20,70,1.70857
20,72,1.775
20,74,1.87973
20,76,1.93421
20,78,1.98205
20,80,2.035
20,82,2.15976
20,84,2.22143
20,86,2.30465
20,88,2.42273
20,90,2.57
20,92,2.83478
20,94,3.12234
20,96,3.75312
20,98,4.68878
21,2,1
21,4,1
21,6,1
21,8,1.025
21,10,1.04
21,12,1.05833
21,14,1.07857
21,16,1.1
21,18,1.09444
21,20,1.105
21,22,1.12727
21,24,1.1375
21,26,1.14231
21,28,1.14643
21,30,1.15333
21,32,1.1875
21,34,1.20882
21,36,1.21667
21,38,1.21316
21,40,1.22
21,42,1.21905
21,44,1.26364
21,46,1.2913
21,48,1.3
21,50,1.334
21,52,1.37885
21,54,1.43148
21,56,1.44821
21,58,1.48276
21,60,1.53167
21,62,1.58548
21,64,1.63594
21,66,1.65909
21,68,1.68529
21,70,1.73429
21,72,1.80972
21,74,1.85
21,76,1.92632
21,78,2.01154
21,80,2.04375
21,82,2.18171
21,84,2.32976
21,86,2.49186
21,88,2.62955
21,90,2.91333
21,92,3.04674
21,94,3.3383
21,96,3.66667
21,98,4.44592
22,2,1
22,4,1
22,6,1.01667
22,8,1.0125
22,10,1.02
22,12,1.04167
22,14,1.05
22,16,1.05
22,18,1.06111
22,20,1.06
22,22,1.1
22,24,1.11667
22,26,1.12308
22,28,1.13571
22,30,1.13333
22,32,1.14688
22,34,1.15882
22,36,1.16389
22,38,1.18947
22,40,1.2225
22,42,1.23333
22,44,1.25682
22,46,1.28478
22,48,1.3
22,50,1.33
22,52,1.36346
22,54,1.40556
22,56,1.45
22,58,1.46897
22,60,1.47833
22,62,1.48871
22,64,1.51875
22,66,1.5803
22,68,1.64118
22,70,1.69
22,72,1.74167
22,74,1.82162
22,76,1.87895
22,78,1.97564
22,80,2.0725
22,82,2.15854
22,84,2.29048
22,86,2.39302
22,88,2.53977
22,90,2.70333
22,92,3.01739
22,94,3.43723
22,96,4.64167
22,98,6.35306
23,2,1
23,4,1.025
23,6,1.01667
23,8,1.0375
23,10,1.04
23,12,1.04167
23,14,1.05
23,16,1.04375
23,18,1.06111
23,20,1.1
23,22,1.13182
23,24,1.1375
23,26,1.14231
23,28,1.16429
23,30,1.16667
23,32,1.19375
23,34,1.19706
23,36,1.22222
23,38,1.23421
23,40,1.2525
23,42,1.27143
23,44,1.29091
23,46,1.30217
23,48,1.31667
23,50,1.35
23,52,1.37115
23,54,1.4037
23,56,1.4375
23,58,1.45862
23,60,1.49167
23,62,1.51613
23,64,1.53906
23,66,1.56667
23,68,1.61029
23,70,1.66429
23,72,1.72361
23,74,1.79054
23,76,1.86842
23,78,1.9141
23,80,2.00375
23,82,2.15
23,84,2.39167
23,86,2.59186
23,88,2.7625
23,90,3.12222
23,92,3.3337
23,94,3.59787
23,96,4.02917
23,98,5.10918
24,2,1
24,4,1.025
24,6,1.01667
24,8,1.025
24,10,1.04
24,12,1.04167
24,14,1.05714
24,16,1.0625
24,18,1.05556
24,20,1.065
24,22,1.08636
24,24,1.08333
24,26,1.09231
24,28,1.13214
24,30,1.15
24,32,1.16875
24,34,1.17941
24,36,1.20556
24,38,1.23421
24,40,1.25
24,42,1.29048
24,44,1.31364
24,46,1.33043
24,48,1.35208
24,50,1.404
24,52,1.42885
24,54,1.47222
24,56,1.48929
24,58,1.51379
24,60,1.555
24,62,1.58065
24,64,1.60938
24,66,1.64394
24,68,1.66765
24,70,1.70857
24,72,1.76389
24,74,1.82838
24,76,1.875
24,78,1.92051
24,80,2.005
24,82,2.08659
24,84,2.18095
24,86,2.32442
24,88,2.43182
24,90,2.68889
24,92,2.88804
24,94,3.4
24,96,3.9125
24,98,4.94796
25,2,1
25,4,1
25,6,1.03333
25,8,1.075
25,10,1.07
25,12,1.08333
25,14,1.09286
25,16,1.1
25,18,1.1
25,20,1.12
25,22,1.12727
25,24,1.13333
25,26,1.16538
25,28,1.18571
25,30,1.19333
25,32,1.2
25,34,1.21176
25,36,1.21944
25,38,1.22368
25,40,1.2575
25,42,1.25476
25,44,1.25455
25,46,1.26304
25,48,1.26875
25,50,1.306
25,52,1.32885
25,54,1.35926
25,56,1.3875
25,58,1.4069
25,60,1.45667
25,62,1.49839
25,64,1.5125
25,66,1.56212
25,68,1.60147
25,70,1.66571
25,72,1.72222
25,74,1.80405
25,76,1.90526
25,78,2.04872
25,80,2.12625
25,82,2.24268
25,84,2.46548
25,86,2.58488
25,88,2.82386
25,90,3.01444
25,92,3.19565
25,94,3.60851
25,96,4.4125
25,98,5.02551
26,2,1
26,4,1
26,6,1
26,8,1.025
26,10,1.03
26,12,1.04167
26,14,1.05
26,16,1.075
26,18,1.08333
26,20,1.105
26,22,1.11818
26,24,1.1375
26,26,1.14615
26,28,1.14286
26,30,1.16667
26,32,1.1875
26,34,1.2
26,36,1.20833
26,38,1.22895
26,40,1.2475
26,42,1.2619
26,44,1.28409
26,46,1.31087
26,48,1.31042
26,50,1.316
26,52,1.34038
26,54,1.36296
26,56,1.36607
26,58,1.38103
26,60,1.415
26,62,1.42581
26,64,1.45
26,66,1.5
26,68,1.55147
26,70,1.64143
26,72,1.71528
26,74,1.79459
26,76,1.83684
26,78,1.91923
26,80,2.01125
26,82,2.15488
26,84,2.37381
26,86,2.64884
26,88,2.77273
26,90,3.11444
26,92,3.47826
26,94,4.18298
26,96,5.45937
26,98,6.6449
27,2,1.05
27,4,1.025
27,6,1.03333
27,8,1.0375
27,10,1.05
27,12,1.075
27,14,1.07143
27,16,1.075
27,18,1.09444
27,20,1.125
27,22,1.13182
27,24,1.15
27,26,1.16154
27,28,1.18214
27,30,1.18667
27,32,1.20938
27,34,1.21765
27,36,1.23333
27,38,1.26316
27,40,1.265
27,42,1.28095
27,44,1.28409
27,46,1.33696
27,48,1.3375
27,50,1.378
27,52,1.41154
27,54,1.45926
27,56,1.475
27,58,1.53103
27,60,1.55333
27,62,1.60161
27,64,1.64062
27,66,1.67879
27,68,1.71765
27,70,1.76143
27,72,1.86528
27,74,1.94054
27,76,1.95921
27,78,1.99103
27,80,2.06
27,82,2.13049
27,84,2.22976
27,86,2.38488
27,88,2.49773
27,90,2.65889
27,92,3.14022
27,94,3.39255
27,96,4.51354
27,98,6.60102
28,2,1
28,4,1
28,6,1
28,8,1
28,10,1
28,12,1
28,14,1.03571
28,16,1.04375
28,18,1.05556
28,20,1.085
28,22,1.09091
28,24,1.1
28,26,1.11538
28,28,1.12143
28,30,1.16
28,32,1.19062
28,34,1.21471
28,36,1.24722
28,38,1.27105
28,40,1.29
28,42,1.30476
28,44,1.32955
28,46,1.33696
28,48,1.35833
28,50,1.372
28,52,1.38654
28,54,1.42407
28,56,1.46429
28,58,1.49828
28,60,1.50833
28,62,1.53871
28,64,1.60156
28,66,1.67576
28,68,1.69118
28,70,1.72857
28,72,1.75556
28,74,1.79189
