"Conjunto","Alfa","Acesso-Medio"
17,28,1.16487
17,30,1.17057
17,32,1.19749
17,34,1.2071
17,36,1.23184
17,38,1.23545
17,40,1.24623
17,42,1.2512
17,44,1.26256
17,46,1.28603
17,48,1.30126
17,50,1.32731
17,52,1.38996
17,54,1.42007
17,56,1.49462
17,58,1.54671
17,60,1.68729
17,62,1.73625
17,64,1.81505
17,66,1.93313
17,68,1.99409
17,70,2.03587
17,72,2.21339
17,74,2.38128
17,76,2.77279
17,78,2.89704
17,80,3.15182
17,82,3.62301
17,84,3.87455
17,86,4.27305
17,88,4.7959
17,90,5.14716
17,92,5.84515
17,94,6.26467
17,96,7.94775
17,98,10.7032
18,2,1
18,4,1
18,6,1.01695
18,8,1.01266
18,10,1.0404
18,12,1.04202
18,14,1.05755
18,16,1.06289
18,18,1.07821
18,20,1.0804
18,22,1.10959
18,24,1.12552
18,26,1.14672
18,28,1.15771
18,30,1.17391
18,32,1.2069
18,34,1.23669
18,36,1.2514
18,38,1.28042
18,40,1.29899
18,42,1.33014
18,44,1.38356
18,46,1.4083
18,48,1.45816
18,50,1.47189
18,52,1.5
18,54,1.54089
18,56,1.60394
18,58,1.66436
18,60,1.70067
18,62,1.77346
18,64,1.82445
18,66,1.90426
18,68,2.0192
18,70,2.099
18,72,2.25662
18,74,2.33921
18,76,2.40687
18,78,2.61261
18,80,2.75282
18,82,2.92778
18,84,3.17085
18,86,3.53559
18,88,4.22235
18,90,4.53846
18,92,5.40676
18,94,6.76734
18,96,8.58307
18,98,12.3531
19,2,1
19,4,1.05128
19,6,1.0339
19,8,1.05063
19,10,1.05051
19,12,1.04202
19,14,1.04317
19,16,1.05031
19,18,1.05028
19,20,1.0603
19,22,1.07763
19,24,1.0795
19,26,1.09266
19,28,1.1147
19,30,1.13043
19,32,1.1348
19,34,1.1568
19,36,1.17039
19,38,1.19841
19,40,1.24121
19,42,1.27512
19,44,1.30594
19,46,1.34934
19,48,1.38075
19,50,1.44378
19,52,1.44208
19,54,1.47955
19,56,1.5
19,58,1.55709
19,60,1.69732
19,62,1.74919
19,64,1.80564
19,66,1.87082
19,68,1.94092
19,70,2.06743
19,72,2.15202
19,74,2.23338
19,76,2.44518
19,78,2.69884
19,80,2.82309
19,82,2.94859
19,84,3.19116
19,86,3.50058
19,88,3.99202
19,90,4.53289
19,92,5.5747
19,94,6.44184
19,96,8.02926
19,98,11.2201
20,2,1
20,4,1.02564
20,6,1.0339
20,8,1.02532
20,10,1.09091
20,12,1.08403
20,14,1.09353
20,16,1.09434
20,18,1.11173
20,20,1.12563
20,22,1.14155
20,24,1.15063
20,26,1.1583
20,28,1.17204
20,30,1.19398
20,32,1.20376
20,34,1.21302
20,36,1.23464
20,38,1.25132
20,40,1.32663
20,42,1.37081
20,44,1.37671
20,46,1.38865
20,48,1.39331
20,50,1.42771
20,52,1.50965
20,54,1.52602
20,56,1.59319
20,58,1.6263
20,60,1.72408
20,62,1.78479
20,64,1.86364
20,66,1.97568
20,68,2.02363
20,70,2.12626
20,72,2.18689
20,74,2.29037
20,76,2.42008
20,78,2.4955
20,80,2.76537
20,82,2.97797
20,84,3.13262
20,86,3.29055
20,88,3.63626
20,90,4.03122
20,92,4.30971
20,94,4.81537
20,96,5.43992
20,98,6.84749
21,2,1.05263
21,4,1.02564
21,6,1.0339
21,8,1.06329
21,10,1.05051
21,12,1.05042
21,14,1.05755
21,16,1.06289
21,18,1.08939
21,20,1.09045
21,22,1.10046
21,24,1.11715
21,26,1.14672
21,28,1.16846
21,30,1.17057
21,32,1.21317
21,34,1.21006
21,36,1.22905
21,38,1.25926
21,40,1.29648
21,42,1.33254
21,44,1.35388
21,46,1.40175
21,48,1.4477
21,50,1.45783
21,52,1.49807
21,54,1.56691
21,56,1.68996
21,58,1.77163
21,60,1.79431
21,62,1.90129
21,64,1.93574
21,66,1.9696
21,68,2.03988
21,70,2.13056
21,72,2.21478
21,74,2.34735
21,76,2.4214
21,78,2.61647
21,80,2.73149
21,82,2.8825
21,84,3.06452
21,86,3.4119
21,88,3.71266
21,90,4.1806
21,92,5.18539
21,94,7.03735
21,96,10.8401
21,98,14.1996
22,2,1
22,4,1
22,6,1.01695
22,8,1.01266
22,10,1.0202
22,12,1.03361
22,14,1.04317
22,16,1.06918
22,18,1.09497
22,20,1.1005
22,22,1.14155
22,24,1.14226
22,26,1.15444
22,28,1.16846
22,30,1.18729
22,32,1.19436
22,34,1.23373
22,36,1.27654
22,38,1.34127
22,40,1.38945
22,42,1.41866
22,44,1.44292
22,46,1.46507
22,48,1.48117
22,50,1.52811
22,52,1.5444
22,54,1.60595
22,56,1.63082
22,58,1.69723
22,60,1.73411
22,62,1.77832
22,64,1.83542
22,66,1.88906
22,68,1.97489
22,70,2.0373
22,72,2.12134
22,74,2.19267
22,76,2.23118
22,78,2.3166
22,80,2.54831
22,82,2.90086
22,84,3.14934
22,86,3.70478
22,88,4.43444
22,90,5.01338
22,92,5.60196
22,94,7.02348
22,96,10.3177
22,98,17.0276
23,2,1
23,4,1
23,6,1.01695
23,8,1.02532
23,10,1.08081
23,12,1.09244
23,14,1.08633
23,16,1.08805
23,18,1.11173
23,20,1.1206
23,22,1.12785
23,24,1.12134
23,26,1.139
23,28,1.14695
23,30,1.16388
23,32,1.16928
23,34,1.19231
23,36,1.21229
23,38,1.23016
23,40,1.23618
23,42,1.24163
23,44,1.25114
23,46,1.27729
23,48,1.30753
23,50,1.36948
23,52,1.38996
23,54,1.43123
23,56,1.4552
23,58,1.54325
23,60,1.55853
23,62,1.6068
23,64,1.75235
23,66,1.79027
23,68,1.84195
23,70,1.94118
23,72,2.0251
23,74,2.14654
23,76,2.37252
23,78,2.61647
23,80,2.88582
23,82,3.04284
23,84,3.20191
23,86,3.48775
23,88,3.748
23,90,4.44147
23,92,5.05125
23,94,5.97759
23,96,7.94357
23,98,11.8925
24,2,1.05263
24,4,1.05128
24,6,1.0339
24,8,1.07595
24,10,1.07071
24,12,1.06723
24,14,1.07194
24,16,1.07547
24,18,1.09497
24,20,1.1005
24,22,1.11872
24,24,1.11715
24,26,1.12355
24,28,1.12186
24,30,1.13712
24,32,1.15987
24,34,1.17751
24,36,1.18994
24,38,1.19048
24,40,1.21608
24,42,1.26077
24,44,1.26712
24,46,1.29258
24,48,1.30962
24,50,1.33735
24,52,1.3417
24,54,1.36059
24,56,1.37993
24,58,1.39446
24,60,1.42475
24,62,1.44984
24,64,1.5627
24,66,1.62158
24,68,1.72083
24,70,1.77331
24,72,1.9219
24,74,1.93758
24,76,2.03038
24,78,2.29987
24,80,2.44417
24,82,2.66218
24,84,3.02867
24,86,3.24387
24,88,3.48005
24,90,4.12263
24,92,4.84951
24,94,5.5635
24,96,6.92372
24,98,10.7206
25,2,1
25,4,1
25,6,1.0339
25,8,1.06329
25,10,1.07071
25,12,1.07563
25,14,1.07914
25,16,1.08805
25,18,1.11173
25,20,1.11558
25,22,1.14612
25,24,1.15063
25,26,1.16988
25,28,1.17204
25,30,1.19064
25,32,1.2069
25,34,1.22189
25,36,1.23184
25,38,1.23016
25,40,1.23618
25,42,1.25359
25,44,1.26484
25,46,1.32751
25,48,1.37448
25,50,1.40361
25,52,1.42664
25,54,1.44796
25,56,1.50717
25,58,1.53806
25,60,1.5602
25,62,1.6068
25,64,1.70846
25,66,1.7462
25,68,1.7873
25,70,1.88379
25,72,1.98745
25,74,2.07463
25,76,2.21004
25,78,2.43501
25,80,2.68381
25,82,2.82987
25,84,3.08363
25,86,3.44224
25,88,3.98062
25,90,4.50502
25,92,5.90622
25,94,8.70438
25,96,12.6186
25,98,21.3081
26,2,1
26,4,1
26,6,1.01695
26,8,1.05063
26,10,1.05051
26,12,1.07563
26,14,1.10791
26,16,1.10063
26,18,1.13966
26,20,1.13065
26,22,1.13699
26,24,1.15481
26,26,1.15058
26,28,1.15771
26,30,1.17726
26,32,1.18495
26,34,1.21006
26,36,1.22346
26,38,1.22751
26,40,1.24372
26,42,1.26077
26,44,1.32648
26,46,1.36026
26,48,1.37238
26,50,1.38956
26,52,1.44788
26,54,1.52045
26,56,1.55735
26,58,1.60381
26,60,1.65719
26,62,1.76052
26,64,1.7837
26,66,1.87538
26,68,1.91728
26,70,1.99139
26,72,2.05997
26,74,2.17639
26,76,2.35799
26,78,2.50708
26,80,2.74404
26,82,2.98898
26,84,3.20072
26,86,3.42824
26,88,3.58381
26,90,4.03456
26,92,4.95747
26,94,6.9317
26,96,12.9091
26,98,17.8362
27,2,1
27,4,1.02564
27,6,1.01695
27,8,1.01266
27,10,1.06061
27,12,1.06723
27,14,1.07194
27,16,1.06918
27,18,1.10056
27,20,1.1005
27,22,1.10959
27,24,1.12134
27,26,1.13127
27,28,1.13978
27,30,1.14716
27,32,1.17555
27,34,1.20118
27,36,1.20391
27,38,1.21164
27,40,1.26633
27,42,1.311
27,44,1.38813
27,46,1.40611
27,48,1.47908
27,50,1.61044
27,52,1.67954
27,54,1.73234
27,56,1.80824
27,58,1.88062
27,60,1.89632
27,62,2.09709
27,64,2.20219
27,66,2.29787
27,68,2.54801
27,70,2.60402
27,72,2.90795
27,74,3.13976
27,76,3.63276
27,78,4.07979
27,80,4.27102
27,82,4.60588
27,84,5.21625
27,86,5.85764
27,88,6.60661
27,90,8.24526
27,92,9.39695
27,94,12.8751
27,96,17.7722
27,98,23.567
28,2,1
28,4,1
28,6,1
28,8,1
28,10,1.0303
28,12,1.06723
28,14,1.09353
28,16,1.10692
28,18,1.12849
28,20,1.13065
28,22,1.14155
28,24,1.13808
28,26,1.13514
28,28,1.16129
28,30,1.19398
28,32,1.19749
28,34,1.23373
28,36,1.26536
28,38,1.29894
28,40,1.33166
28,42,1.3445
28,44,1.38584
28,46,1.3952
28,48,1.40586
28,50,1.41165
28,52,1.47876
28,54,1.52974
28,56,1.55197
28,58,1.61592
28,60,1.66221
28,62,1.69579
28,64,1.71787
28,66,1.78723
28,68,1.8582
28,70,1.92109
28,72,2.02789
28,74,2.22117
28,76,2.39102
28,78,2.54698
28,80,2.64868
28,82,2.694
28,84,2.87575
28,86,3.26021
28,88,4.09122
28,90,4.75697
28,92,5.82661
28,94,7.77695
28,96,9.70115
28,98,13.2815
29,2,1
29,4,1
29,6,1.01695
29,8,1.03797
29,10,1.0404
29,12,1.03361
29,14,1.04317
29,16,1.04403
29,18,1.05587
29,20,1.08543
29,22,1.09589
29,24,1.12134
29,26,1.12741
29,28,1.14337
29,30,1.15385
29,32,1.15361
29,34,1.18047
29,36,1.19553
29,38,1.22751
29,40,1.23618
29,42,1.25359
29,44,1.26256
29,46,1.27729
29,48,1.32427
29,50,1.3494
